Gene_set	Pathway	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Non-alcoholic fatty liver disease	3/155	0.0007531180482518497	0.02711224973706659	22.31954887218045	-46.57552582678881	COX5A;CYCS;SDHB
KEGG_2021_Human	Prion disease	3/273	0.0038397781028777236	0.04607733723453269	12.377777777777778	-25.926933584065353	COX5A;CYCS;SDHB
KEGG_2021_Human	Parkinson disease	3/249	0.0029568377027043165	0.04607733723453269	13.627177700348431	-28.69609856443984	COX5A;CYCS;SDHB
KEGG_2021_Human	Huntington disease	3/306	0.005297048052024124	0.04767343246821712	10.983026874115984	-22.76666252651436	COX5A;CYCS;SDHB
KEGG_2021_Human	Alzheimer disease	3/369	0.008924054845697141	0.05354432907418285	9.018735362997658	-18.187178129854335	COX5A;CYCS;SDHB
KEGG_2021_Human	Amyotrophic lateral sclerosis	3/364	0.008593668138311259	0.05354432907418285	9.149584487534627	-18.496977153394543	COX5A;CYCS;SDHB
KEGG_2021_Human	Oxidative phosphorylation	2/133	0.011103972768351109	0.0571061456658057	15.146946564885496	-20.537590301958808	COX5A;SDHB
KEGG_2021_Human	Spinocerebellar ataxia	2/143	0.01275865818396982	0.05741396182786419	14.054964539007091	-19.077689748676264	CYCS;TWNK
KEGG_2021_Human	Pathways of neurodegeneration	3/475	0.017772166326566263	0.07108866530626505	6.897094430992736	-13.07371705691191	COX5A;CYCS;SDHB
KEGG_2021_Human	Diabetic cardiomyopathy	2/203	0.024762333575826773	0.08914440087297638	9.784825870646767	-13.073912909097736	COX5A;SDHB
KEGG_2021_Human	Thermogenesis	2/232	0.03174764714886429	0.1039013906690104	8.519565217391305	-11.194266119915625	COX5A;SDHB
KEGG_2021_Human	Citrate cycle (TCA cycle)	1/30	0.03654338399736008	0.10963015199208025	30.800766283524904	-16.574318247175444	SDHB
KEGG_2021_Human	Viral myocarditis	1/60	0.07188046794101291	0.18483548899117605	15.08286252354049	-8.981081638876871	CYCS
KEGG_2021_Human	Legionellosis	1/57	0.06840002327828267	0.18483548899117605	15.896825396825397	-9.424000900813787	CYCS
KEGG_2021_Human	p53 signaling pathway	1/73	0.0868275630671275	0.20838615136110597	12.339506172839506	-7.43259286356604	CYCS
KEGG_2021_Human	Cardiac muscle contraction	1/87	0.10268183855515577	0.21656751507933886	10.31266149870801	-6.225752347944314	COX5A
KEGG_2021_Human	Small cell lung cancer	1/92	0.10828375753966943	0.21656751507933886	9.739926739926739	-5.8737398650795125	CYCS
KEGG_2021_Human	Colorectal cancer	1/86	0.10155766145487406	0.21656751507933886	10.435294117647059	-6.300464747037211	CYCS
KEGG_2021_Human	Toxoplasmosis	1/112	0.13037805537365837	0.2470321049185106	7.964964964964965	-4.748494648054986	CYCS
KEGG_2021_Human	Measles	1/139	0.15942370386618251	0.2677936593512242	6.384863123993559	-3.698840756963446	CYCS
KEGG_2021_Human	Apoptosis	1/142	0.16259648475288416	0.2677936593512242	6.2466509062253746	-3.6047270952512624	CYCS
KEGG_2021_Human	Signaling pathways regulating pluripotency of stem cells	1/143	0.163651680714637	0.2677936593512242	6.2018779342723	-3.57415842622014	POU5F1
KEGG_2021_Human	Hepatitis B	1/162	0.18347437883820783	0.27470840239797084	5.456866804692892	-3.0596637281364782	CYCS
KEGG_2021_Human	Lipid and atherosclerosis	1/215	0.23655445762047492	0.27470840239797084	4.077881619937695	-2.079575623138921	CYCS
KEGG_2021_Human	Epstein-Barr virus infection	1/202	0.22383065271253133	0.27470840239797084	4.3488114980652295	-2.274707784911856	CYCS
KEGG_2021_Human	Human immunodeficiency virus 1 infection	1/212	0.23363497492364255	0.27470840239797084	4.137440758293839	-2.12256354972075	CYCS
KEGG_2021_Human	Hepatitis C	1/157	0.17829930575122027	0.27470840239797084	5.635327635327635	-3.183908163692195	CYCS
KEGG_2021_Human	Pathogenic Escherichia coli infection	1/197	0.21888628489075546	0.27470840239797084	4.462585034013605	-2.3563138595912863	CYCS
KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	1/193	0.21491040066934372	0.27470840239797084	4.55787037037037	-2.4244944960200487	CYCS
KEGG_2021_Human	Influenza A	1/172	0.1937366175133076	0.27470840239797084	5.131254061078622	-2.8313674486945275	CYCS
KEGG_2021_Human	Tuberculosis	1/180	0.20186266926868635	0.27470840239797084	4.896958410924891	-2.6658400097237527	CYCS
KEGG_2021_Human	Human cytomegalovirus infection	1/225	0.24621391857748554	0.27699065839967124	3.890873015873016	-1.9442968935376908	CYCS
KEGG_2021_Human	Salmonella infection	1/249	0.2689494049142217	0.28476995814447004	3.503584229390681	-1.6629804039719844	CYCS
KEGG_2021_Human	Shigellosis	1/246	0.26614163456811335	0.28476995814447004	3.547845804988662	-1.6951894904190261	CYCS
KEGG_2021_Human	Herpes simplex virus 1 infection	1/498	0.4709527127104428	0.48440850450216977	1.6926000447127207	-0.379898711570649	CYCS
KEGG_2021_Human	Pathways in cancer	1/531	0.4935522426966286	0.4935522426966286	1.580293501048218	-0.3089273055464	CYCS
